,CATALOGUE GENERAL DES SERVICES PUBLICS,,,,,,,,,,,,,,,,,COLLECTE DETAILLEE,,,,,,,,,,,,
18,MID/DACCIM/C/P18,MID (Ministère de l'Intérieur et de la Décentralisation),DACCIM (Direction d'Appui et de Coordination des Centres Immatriculateurs),Centres immatriculateurs,Mutation de vente par une société,G2C,"Arrêté n°13382/2023 du 31 Mars 2023 fixant les modalités d'organisation , de fonctionnement et les attributions des centres immatriculateurs de Madagascar",Droit d'enregistrement selon caractéristique du véhicule; 5% de la valeur du véhicule,"Déclaration sur l'honneur, DECLARATION DE RESPONSABILITE ET ENGAGEMENT SUR L'HONNEUR
 Ancienne carte grise,
 Acte de vente avec légalisation des signatures des 02 parties,
 Statut de la société ou acte justifiant le pouvoir signataire du représentant de la société (STAT, NIF, RCS, PV DE NOMINATION), 
 Photocopie certifiée conforme à l'original des pièces d'identité des 02 parties,
 Certificat de résidence ou d'existence de l'acquéreur",Carte gise biométrique au nom du nouveau propriétaire,Ambohidahy guichet unique rez de chaussé,Toute personne ayant acheté un véhicule auprès d'une société,CERTIFICAT,A vie,Compris avec le stat carte grise (650 en tous),30 jours ouvrable,"Transport,
 Sécurité routière","Etape 1: Dépôt des dossiers à la réception au guichet unique 
Etape 2: Vérification par 2 modalités: diagonale par le SPA et par la déléguation au TRANO FITARATRA
Etape 3: Division ou dispacting de la vérification:  mutation, duplicata, transformation et immatriculation
Etape 4: Paiement des droits et taxes si le dossier est  recevable dans les 4 cas mais au Trésor pour la mutation
Etape 5: Enregistrement interne et légalisation
Etape 6: Enregistrement de quittance de paiement  par scan QR code
Etape 7: Revérification des 4 cas 
Etape 8: Validation des dossiers
Etape 9: Délivrance de ticket de rendez vous pour la prise de carte grise
Etape 10: Planning d'impression et scan des dossiers en interne
Etape 11: Délivrance de la carte grise pour récupération par le demandeur à la porte 201","Douanes,
 Impôts",,NON,Aucun,,,,,,,,
19,MID/DACCIM/C/P19,MID (Ministère de l'Intérieur et de la Décentralisation),DACCIM (Direction d'Appui et de Coordination des Centres Immatriculateurs),Centres immatriculateurs,Carte grise duplicata : usage,G2C,"Arrêté n°13382/2023 du 31 Mars 2023 fixant les modalités d'organisation , de fonctionnement et les attributions des centres immatriculateurs de Madagascar",Droit CG 75 300 Ar,"Déclaration sur l'honneur, DECLARAYION DE RESPONSABILITE ET ENGAGEMENT SUR L'HONNEUR
 Signature à légaliser,
 Carte grise originale,
 Photocopie certifiée conforme à l'original d'une pièce d'identité",Carte grise biométrique au nom du propriétaire,Ambohidahy guichet unique rez de chaussé,Toute personne souhaitant réaliser un duplicata de sa carte grise,CERTIFICAT,A vie,Compris avec le stat carte grise (650 en tous),Indéfini,"Transport,
 Sécurité routière","Etape 1: Dépôt des dossiers à la réception au guichet unique 
Etape 2: Vérification par 2 modalités: diagonale par le SPA et par la déléguation au TRANO FITARATRA
Etape 3: Division ou dispacting de la vérification:  mutation, duplicata, transformation et immatriculation
Etape 4: Paiement des droits et taxes si le dossier est  recevable dans les 4 cas mais au Trésor pour la mutation
Etape 5: Enregistrement interne et légalisation
Etape 6: Enregistrement de quittance de paiement  par scan QR code
Etape 7: Revérification des 4 cas 
Etape 8: Validation des dossiers
Etape 9: Délivrance de ticket de rendez vous pour la prise de carte grise
Etape 10: Planning d'impression et scan des dossiers en interne
Etape 11: Délivrance de la carte grise pour récupération par le demandeur à la porte 201","Douanes,
 Impôts",,NON,Aucun,,,,,,,,
20,MID/DACCIM/C/P20,MID (Ministère de l'Intérieur et de la Décentralisation),DACCIM (Direction d'Appui et de Coordination des Centres Immatriculateurs),Centres immatriculateurs,Carte grise duplicata : perte,G2C, ,"300 Ar duplicata de la carte grise, 
 75 000 Ar carte grise","Déclaration sur l'honneur, DECLARATION DE RESPONSABILITE ET ENGAGEMENT SUR L'HONNEUR
 Signature à légaliser,
 Photocopie certifiée conforme à l'original d'une pièce d'identité,
 Déclaration de perte de la police ou par la Gendarmerie",Carte grise biométrique au nom du propriétaire,Centres Immatricualteurs Ambohidahy guichet unique rez de chaussé,Toute personne ayant perdu sa carte grise,CERTIFICAT,A vie,Compris avec le stat carte grise (650 en tous),Indéfini,"Transport,
 Sécurité routière","Etape 1: Dépôt des dossiers à la réception au guichet unique 
Etape 2: Vérification par 2 modalités: diagonale par le SPA et par la déléguation au TRANO FITARATRA
Etape 3: Division ou dispacting de la vérification:  mutation, duplicata, transformation et immatriculation
Etape 4: Paiement des droits et taxes si le dossier est  recevable dans les 4 cas mais au Trésor pour la mutation
Etape 5: Enregistrement interne et légalisation
Etape 6: Enregistrement de quittance de paiement  par scan QR code
Etape 7: Revérification des 4 cas 
Etape 8: Validation des dossiers
Etape 9: Délivrance de ticket de rendez vous pour la prise de carte grise
Etape 10: Planning d'impression et scan des dossiers en interne
Etape 11: Délivrance de la carte grise pour récupération par le demandeur à la porte 201","Douanes,
 Impôts",,NON,,,,,,,,,
21,MID/DACCIM/C/P21,MID (Ministère de l'Intérieur et de la Décentralisation),DACCIM (Direction d'Appui et de Coordination des Centres Immatriculateurs),Centres immatriculateurs,Inscription de gage,G2C,"Arrêté n°13382/2023 du 31 Mars 2023 fixant les modalités d'organisation , de fonctionnement et les attributions des centres immatriculateurs de Madagascar",Droit 3 000 Ar,"Déclaration d'inscription de gage + Reçu d'inscription,
 Certificat d'inscription de privilège,
 Acte de nantissement de véhicule,
 Convention ou contrat de prêt,
 Acte de caution,
 Photocopie CNI certifiée,
 Photocopie carte grise certifiée",Attestation d'inscription de gage,Centres Immatricualteurs Ambohidahy guichet unique rez de chaussé,Un créancier souhaitant inscrire un gage sur un véhicule,CERTIFICAT,3 mois,123 par semaine,3 jours,"Transport,
 Sécurité routière","Etape 1: Dépôt de dossiers à l'acceuil et remplissage du formulaire
Etape 2: Traitement de dossier à la Porte 202 bis
Etape 3: Délivrance de l'attestation au niveau du guichet unique
",,,NON,MID/DACCIM/C/P20/F001,,,,,,,,
22,MID/DACCIM/C/P22,MID (Ministère de l'Intérieur et de la Décentralisation),DACCIM (Direction d'Appui et de Coordination des Centres Immatriculateurs),Centres immatriculateurs,Radiation de gage,G2C,"Arrêté n°13382/2023 du 31 Mars 2023 fixant les modalités d'organisation , de fonctionnement et les attributions des centres immatriculateurs de Madagascar",Droit 3 000 Ar,"Acte de mainlevée du nantsissement sur le véhicule établi par le créancier, 
 Demande de radiation de gage formulée par le créancier,
 Photocopie certifiée de la carte grise,
 Photocopie certifié du CIN du propriétaire,
 Nantsissements,
 Chemise dossier jaune","Déclaration d'inscription de gage,
 Reçu d'inscription de gage",Centres Immatricualteurs Ambohidahy guichet unique rez de chaussé,Un créancier souhaitant faire radier un gage précédemment enregistré sur un véhicule,CERTIFICAT,Jusqu'à la nouvelle inscription de gage,30 par semaine,3 jours,"Transport,
 Sécurité routière","Etape 1: Dépôt de dossiers à l'acceuil et remplissage du formulaire
Etape 2: Traitement de dossier à la Porte 202 bis
Etape 3: Délivrance de l'attestation au niveau du guichet unique
",,,NON,,,,,,,,,
23,MID/DACCIM/C/P23,MID (Ministère de l'Intérieur et de la Décentralisation),DACCIM (Direction d'Appui et de Coordination des Centres Immatriculateurs),Centres immatriculateurs,Demande d'attestation de non-inscription de gage,G2C,"Arrêté n°13382/2023 du 31 Mars 2023 fixant les modalités d'organisation , de fonctionnement et les attributions des centres immatriculateurs de Madagascar",Droit 3 000 Ar,"Demande sur papier libre ou selon le modèle ,
 Signature à légaliser par le propriétaire,
 Photocopie certifiée conforme à l'original de la carte grise,
 Photocopie conforme à l'original de la pièce d'identité du propriétaire",Attestation de non gage,Centres Immatricualteurs Ambohidahy guichet unique rez de chaussé,Tout propriétaire de véhicule souhaitant obtenir une attestation confirmant qu'aucun gage n'est enregistré sur son véhicule,CERTIFICAT,Jusqu'à la nouvelle inscription de gage,140 par semaine,3 jours,"Transport,
 Sécurité routière","Etape 1: Dépôt de dossiers à l'acceuil et remplissage du formulaire
Etape 2: Traitement de dossier à la Porte 202 bis
Etape 3: Délivrance de l'attestation au niveau du guichet unique
",,,NON,,,,,,,,,
24,MID/DACCIM/B/P24,MID (Ministère de l'Intérieur et de la Décentralisation),DACCIM (Direction d'Appui et de Coordination des Centres Immatriculateurs),Centres immatriculateurs,Carte rose,G2B,"Arrêté n°13382/2023 du 31 Mars 2023 fixant les modalités d'organisation , de fonctionnement et les attributions des centres immatriculateurs de Madagascar",2 000 Ar,Agrément d'ouverture pour les concessionnaires,Carte rose,Centres Immatricualteurs Ambohidahy guichet unique rez de chaussé,Tout concessionnaire agréé,CERTIFICAT,3 mois prolongeable,750 par semaine,24 à 72 heures,"Transport,
 Sécurité routière","
Etape 1: Dépôt de dossiers à l'acceuil
Etape 2: Traitement de dossier au niveau du guichet unique
Etape 3: Signature au niveau de la Porte 201
Etape 4: Délivrance de la carte rose au niveau du guichet unique",,,NON,,,,,,,,,
25,MID/CRA/C/P1,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de Légalisation,Légalisation,G2C,Circulaire n° 6233-DGI/ED Relative à la légalisation des actes publics ou des actes sous-seing privé.,"1 500 Ariary
 2000+5000 pour vente","CIN,
 Elément à légaliser
 présence du demandeur",Document légalisé,commune Ambohimangakely Porte 8,Toute personne souhaitant authentifier sa propre signature sur un acte qui a été rédigé et signé sans la présence d'un notaire,CERTIFICAT,3 mois,85 par jour,Instantané,Légalisation,"Etape 1: Dépôt de dossier,
 Etape 2: analyse de la complétude de dossiers
 Etape 3: dépot de signature
 Etape 4: Paiement de droit de légalisation à l caisse
 Etape 5: cachet et remplissage
Etape 6:  recu et l'élément à légaliser à signer par l'adjoint ou maire",,,NON,,,,,,,,,
26,MID/CRA/C/P2,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de Légalisation ,Légalisation du contrat de bail,G2C,Circulaire n° 6233-DGI/ED Relative à la légalisation des actes publics ou des actes sous-seing privé.,3000 ar,"Acte de propriété du propriétaire,
 Cas de l'engagement à long terme : 
 Copie du bailleur,
 CIN témoin 02 et photocopie CIN",Contrat de bails légalisé,commune Ambohimangakely Porte 8,Toute personne souhaitant authentifier sa propre signature sur un contrat de bail qui a été rédigé et signé sans la présence d'un notaire,AUTRE,3 mois,de 0 à 5 par mois,Instantané,Légalisation,"Etape 1: Dépôt de dossier à la Porte 8
 Etape 2: Analyse de la complétude de dossiers 
 Etape 3: Dépot de signature 
 Etape 4: Paiement de droit de légalisation à la caisse 
 Etape 5: Cachet et remplissage 
 Etape 6: Délivrance d'un recu et signature de l'élément à par l'adjoint ou le Maire",,,NON,,,,,,,,,
27,MID/CRA/C/P3,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de Légalisation,Légalisation d'un acte de vente moto,G2C,Circulaire n° 6233-DGI/ED Relative à la légalisation des actes publics ou des actes sous-seing privé.,10500 Ar,"Cas moto scooter: 
 Facture d'achat auprès du magasin,
 CIN des deux parties du vendeur et acheteur ,
 Présence des 02 parties
 
 Cas d'une moto ave carte grise: 
 acte de vente en 4 exemplaires
 CIN original des 02 parties, Présence des 02 parties",Acte de vente de moto légalisé,commune Ambohimangakely Porte 8,Toute personne souhaitant authentifier sa propre signature sur un acte de vente moto qui a été rédigé et signé sans la présence d'un notaire,AUTRE,selon le faritany,150 par  mois,Instantané si dossier complet,Légalisation,"Etape 1: Dépôt de dossier à la Porte 8
 Etape 2: signature par le maire et adjoint
 Etape 3: Paiement de droit de légalisation",,,NON,,,,,,,,,
28,MID/CRA/C/P4,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de Légalisation,Légalisation acte de vente d'une voiture,G2C,Circulaire n° 6233-DGI/ED Relative à la légalisation des actes publics ou des actes sous-seing privé.,35000 Ar,"Carte grise originale,
 Modèle n°1 ou CIN,
 Présence des deux parties,
 Présence du vendeur ( si la procédure est faite ""au blanc""),
 Présence de l'acheteur",Acte de vente de voiture légalisé,commune Ambohimangakely Porte 8,Toute personne souhaitant authentifier sa propre signature sur un acte de vente d'une voiture qui a été rédigé et signé sans la présence d'un notaire,AUTRE,selon le faritany,10 par  semaine,instantanné si dossier complet,Légalisation,"Etape 1: Dépôt de dossier et remplissage du formulaire (SPECIMEN) à la porte 8
 Etape 2: Signature par le maire et adjoint
 Etape 3: Paiement de droit de légalisation",,,NON,MID/CRA/C/P10/F001,,,,,,,,
29,MID/CRA/C/P5,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de Légalisation,Légalisation d'un acte de vente outils,G2C,Circulaire n° 6233-DGI/ED Relative à la légalisation des actes publics ou des actes sous-seing privé.,7000 ar,Facture d'achat,Acte de vente d'outils légalisé,commune Ambohimangakely Porte 8,Toute personne souhaitant authentifier sa propre signature sur un acte de vente outils qui a été rédigé et signé sans la présence d'un notaire,AUTRE,a vie,très rare,instantané,Légalisation,"Etape 1: Dépôt de dossier et remplissage du formulaire à la Porte 8
 Etape 2: Vérification de l'authentifiction des pièces en présence du demandeur par le 1 er ou 2nd adjoint
 Etape 3: Remplissage du formulaire
 Etape 4: Dépot de signature
 Etape 5: Paiement de droit à la caisse
Etape 6: Signature et délivrance",,,NON,MID/CRA/C/P11/F001,,,,,,,,
30,MID/CRA/C/P6,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de Légalisation,Légalisation d'un acte de vente d'un terrain,G2C,Circulaire n° 6233-DGI/ED Relative à la légalisation des actes publics ou des actes sous-seing privé.,7000 ar et taxe de 2%,"²Déclaration sur l'honneur dont signature du déclarant à certifier, DECLARATION DE RESPONSABILITE ET ENGAGEMENT SUR L'HONNEUR
 Ancienne carte grise,
 Acte de décès,
 Acte de notoriété,
 Acte de tutelle pour les mineurs, 
 Photocopies certifiées conforme à l'original des pièces d'identité des héritiers majeurs civils (21 ans),
 Accords des héritiers avec législation de signatures, 
 Certificat de paiement/Centre fiscal,
 Certificat de résidence de l'acquéreur",Acte de vente de terrain légalisé,commune Ambohimangakely Porte 8,Toute personne souhaitant authentifier sa propre signature sur un acte de vente de terrain qui a été rédigé et signé sans la présence d'un notaire,AUTRE,a vie,3/semaine,instantané,Légalisation,"Etape 1: Dépôt de dossier à la Porte 8
 Etape 2: Vérification de l'authentifiction des pièces en présence du demandeur par le 1 er ou 2nd adjoint
 Etape 3: remplissage du formulaire
 Etape 4: dépot de signature
 Etape 5: paiement de drpit à la caisse
Etape 6: signature et délivrance",,,NON,Aucun,,,,,,,,
31,MID/CRA/C/P7,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Demande de permis de remblai,G2C,Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat,"10 000 Ariary/m-cube
 Droit de camion/j : 10 000Ar/camion/j","Demande adressée au Maire,
 Un certificat d'immatriculation et de situation juridique moins de 3 mois,
 Plan (01),
 Photocopie CIN certifiée,
 Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (Certificat de notoriété, acte de vente, offre, autorisation, acte de partage,...)
 Alignement STRATA,
 Autorisation APIPA,
 Dérogation ministérielle au cas où l'activité est proche de ROCADE, BY-PASS et RN, plan d'implantation, permis de remblai",Permis de remblai,Porte 12 commune Ambohimangakely,"Toute personne qui souhaite aplanir un terrain, à niveler des fouilles, à rehausser le niveau du sol.",AUTORISATION,1 an,5 à 10 par an,1 mois,patrimoine,"Etape 1: Dépôt de dossier à la porte 12
 Etape 2: Contrôle du SG
 Etape 3: BE du SG vers APIPA ou Autorité pour la Protection contre les Inondations de la Plaine d'Antananarivo
Etape 4:  Avis favorable d'APIPA (étude hydrolique)
 Etape 5: Paiement de droit
 Etape 6: Sortie de l'Autorisation de remblai",APIPA,,NON,,,,,,,,,"Droit APIPA 5200Ar
 G2B (+contrat bail ou convention)"
32,MID/CRA/C/P8,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Demande de permis de déblai,G2C,Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat,"10 000 MGA/m²
 Droit de camion/j : 10 000Ar/camion/j","Demande adressée au Maire,
 Un certificat d'immatriculation et de situation juridique moins de 3 mois,
 Plan (01),
 Photocopie CIN certifiée,
 Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (Certificat de notoriété, acte de vente, offre, autorisation, acte de partage,...) 
 Alignement STRATA,
 Autorisation APIPA,
 Dérogation ministérielle au cas où l'activité est proche de ROCADE, BY-PASS et RN, plan d'implantation, permis de remblai
 Autorisation de circuler pour les camions en services
 Photocopie de la carte grise",Permis de déblai,Porte 12 commune Ambohimangakely,"Toute personne qui souhaite enlever des terres, des décombres pour mettre un terrain à niveau, pour creuser des fondations, un fossé",AUTORISATION,1 an,5 à 10 par an,15 jours,patrimoine,"Etape 1: Dépôt de dossier à la porte 12
 Etape 2: Contrôle du SG
 Etape 3: Descentes de techniciens pour études (état de routes actuelles, )
 Etape 4: Remise en état des routes et des canaux d'évacuation par le citoyen ou l'entreprise
 Etape 5: Paiement de droit
 Etape 6: Sortie de l'Autorisation de déblai",,,NON,,,,Contrat d'emprunt de l'entreprise pour les entreprises,,,,,
33,MID/CRA/C/P1,MID,CRA (Commune Rurale d'Ambohimangakely),Service de l'état civil,Déclaration de décès,G2C,Loi n° 2018-027 Relative à l’état civil,0 ar,"Constatation de décès
Déclaration de décès auprès du fokontany
Photocopie CIN du déclarant et témoin
CIN original 
Copie d'acte de naissance du defunt",Acte de décès,Commune Ambohimangakely Porte 2,Toute personne ayant un conjoint ou un proche est décédé,CERTIFICAT,A vie,10 à 20/semaine,30 jours,Etat civil,"Etape 1: Déclaration auprès du fokontany,
Etape 2: Déclaration auprès de la commune
Etape 3: Dépot des dossiers à la Porte 2 du CRA
Etape 4: Saisie de la copie et signature du déclarant et officier de l'état civil
Etape 5: délivrance de la copie",Fokontany,,NON,MID/CRA/C/P33/F001,,,,,manque de matériels pour délivrer les actes,Ajout de matériels comme les ordinateurs et des imprimantes plus performants,,
34,MID/CRA/C/P2,MID,CRA (Commune Rurale d'Ambohimangakely),Service de l'état civil,Déclaration de naissance,G2C,Loi n° 2018-027 Relative à l’état civil,1000 ar et +4000 ar si reconnaissance d'enfants hors mariage,"Dans le cadre du mariage : 
Acte de naissance de chacun des parents et CIN
Livret de famille,
Enveloppe A4 
Si hors mariage : 
Acte de naissance délivré par la sage femme,
Photocopie CIN parents
Enveloppe A4",Acte de naissance,Commune Ambohimangakely Porte 2,Tout parent ayant un nouveau né (Obligation de déclarer son enfant auprès de la mairie après avoir choisi son nom et son prénom),AUTRE,A vie mais renouvelable pour les besoins de scolarité,150/mois,1 mois,Etat civil,"Etape 1: Dépôt de dossier auprès de la commune et remplissage du formulaire avant paiement 
Etape 2: Saisie de l'acte dans le registre de la commune
Etape3: Signature par le maire oubl'adjoint
Etape 4: Délivrance de l'acte",Aucune,,NON,MID/CRA/C/P34/F001,,,,,manque de matériels pour délivrer les actes,Ajout de matériels comme les ordinateurs et des imprimantes plus performants,,
37,MID/CRA/C/P5,MID,CRA (Commune Rurale d'Ambohimangakely),Service de l'état civil,Déclaration de naissance à domicile,G2C,Loi n° 2018-027 Relative à l’état civil,1000 ar,"Dans le cadre du mariage : 
Acte de naissance,
Livret de famille,
Enveloppe A4 
Si hors mariage:
Acte de naissance délivré par la sage femme,
Photocopie CIN parents,
Enveloppe A4",Acte de naissance,Commune Ambohimangakely Porte 2,Toute personne souhaitant donner naissance à son enfant au sein de son foyer,AUTRE,A vie,10 à 20/mois,1 mois,Etat civil,"Etape 1: Dépôt de dossier auprès de la commune à la porte 2 et remplissage de formulaire 
Etape 2: Saisie dans le registre
Etape 3: Signature par le maire ou l'adjoint
Etape 4: Délivrance",Aucune,,NON,MID/CRA/C/P37/F001,,,,,manque de matériels pour délivrer les actes,Ajout de matériels comme les ordinateurs et des imprimantes plus performants,,
35,MID/CRA/C/P3,MID,CRA (Commune Rurale d'Ambohimangakely),Service de l'état civil,Mariage civil,G2C,"▪ Loi n° 2007-022 Relative au mariage et aux régimes matrimoniaux
▪ Décret n° 96-898 du 25 septembre 1996 fixant les attributions du Maire","jeudi: 21000 ar
samedi: 31000ar","Acte de naissance moins de 3 mois avec une mention en marge de la commune natale,
Certificat de célibat moins de 3 mois,
Photocopie CIN des demandeurs et des deux témoins,
Certificat de résidence des demandeurs,
Formulaire de demande de mariage à acheter auprès de la commune,
Certificat de coutume,
Certificat de non remariage ,
4 Enveloppes timibrés et chemise","acte de mariage
livret de famille",Commune Ambohimangakely Porte 2,Toute personne souhaitant se marier légalement,AUTRE,A vie,58/mois,15 jours,Etat civil,"Etape 1: Dépôt de dossier à la porte 2 et Remplissage d'un formulaire,
Etape 2: Affichage du mariage
Etape 3: Saisie dans le registre de la commune
Etape 4: Délivrance de l'acte et du livret le jour J",Fokontany,,NON,MID/CRA/C/P35/F001,,,,,manque de matériels pour délivrer les actes,Ajout de matériels comme les ordinateurs et des imprimantes plus performants,,
36,MID/CRA/C/P4,MID,CRA (Commune Rurale d'Ambohimangakely),Service de l'état civil,Acte de reconnaissance,G2C,"▪ Loi n° 63-022 Relatif à la filiation, l'adoption et le rejet Loi n° 2018-027 Relative à l’état civil
▪ Décret n° 96-898 du 25 septembre 1996 fixant les attributions du Maire",4000 ar,"Formulaire de demande d'un acte de reconnaissance (à récuperer auprès de la commune porte 2),
Copie acte de naissance de l'enfant,
Photocopie du CIN des parents,
Certificat de résidence des parents,
Enveloppe A4",Acte de reconnaissance,Commune Ambohimangakely Porte 2,Toute personne qui souhaite établir un lien juridique de filiation avec son enfant né ou à naître,AUTRE,A vie,75/mois,1 mois,Etat civil,"Etape 1: Dépôt de dossier auprès de la commune à la porte2 et remplissage du formulaire 
Etape 2: Saisie dans le registre
Etape 3: Signature par le maire ou l'adjoint
Etape 3 :Délivrance",Fokontany,,NON,MID/CRA/C/P36/F001,,,,,manque de matériels pour délivrer les actes,Ajout de matériels comme les ordinateurs et des imprimantes plus performants,,
38,MID/CRA/C/P9,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de l'état civil ,Demande d'une copie d'acte de mariage,G2C,Loi n° 2018-027 Relative à l’état civil,2 000 Ariary,"Demande adressée au maire de la Commune Rurale Ambohimangakely
 Photocopie CIN
 Numéro de l'acte de mariage ou livret de famille",Copie d'acte de mariage,commune Ambohimangakely Porte 2,Toute personne mariée légalement souhaitant faire une démarche administrative,CERTIFICAT,03 mois,2 fois par semaine,6 h,etat civil,"Etape 1: Dépôt de dossier au service d'état civil et remplissage du formulaire
 Etape 2: Paiement à la caisse pour recpetion d'une quittance
 Etape 3: Dépot de  la quittance à la porte 2 avec les dossiers 
 Etape 4: Saisie de l'acte
 Etape 5: Signature par la maire ou de l'adjoint
 Etape 6: Délivrance de l'acte",TRIBUNAL pour la délivrance des actes de naissance ou mariage,,NON,MID/CRA/C/P38/F001,,,,,,,,"manque de matériels pour délivrer les actes est un facteur de lenteur du traitement, il faudrait eventuellement ajouter des ordinateurs plus performants  performants et imprimantes + encres"
39,MID/CRA/C/P10,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de l'état civil,Bulletin de naissance,G2C,Loi n° 2018-027 Relative à l’état civil,"Si résident d'Ambohimangakely 500 Ariary, 
 Si étranger 1 000 Ariary","Copie originale ou livret de famille, Certificat de résidence",Bulletin de naissance,commune Ambohimangakely Porte 2,Toute personne souhaitant faire une demarche administrative nécessitant ce document,CERTIFICAT,03mois,18000 par an,6h,Etat civil,"Etape 1: Dépot de dossiers à la porte 2
 Etape 2: Paiement de la quittance 
Etape 3:  Traitement du dossier à la porte 2 
Etape 4:  Saisie et signature par le maire ou l'adjoint 
 Etape 5: Délivrance du bulletin",Fokontany,,NON,,,,,,,,,
40,MID/CRA/C/P11,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de l'état civil,légalisation pour obtenir l'acte de notoriété,G2C,Loi 2018-027 sur l’état civil,2000 Ariary/ signature,"Acte de décès
 Photocopie CIN du témoin et du décédants
 Pour les héritiers:
 Acte de naissance, 
 Photocopie CIN certifiée, 
 Photocopie certifiée du livret de famille, 
 Certificat de résidence
 
 Pour les témoins au nombre de 04: 
 Photocopie CIN certifiée, 
 Certificat de résidence",Légalisation ,commune Ambohimangakley porte 2,Toute personne ayant besoin d'une attestation en tant qu'héritier,AUTRE,le moment pour faire l'acte,7 par mois,1j,Etat civil,"Etape 1: Dépôt de dossier,
 Etape 2: Dépot de signature 
 Etape 3: Légalisation de l'acte 
 Etape 4: Signature du maire ou l'adjoint",,,NON,,,,,,,,,
41,MID/CRA/B/P2,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Autorisation d'activité,Demande d'autorisation d'implantation d'un panneau publicitaire,G2B,Article 10.09.01.- du Code général des impôts,15 000 Ariary/m²,"Demande d'implantation de panneau publicitaire au Secrétariat Général (manuscrite)
Visé par le fokontany",Autorisation d'implantation d'un panneau publicitaire,Commune Rurale d'Ambohimangakely Porte 12,Société souhaitant bénéficier d'un panneau publicitaire ou d'une peinture murale publicitaire au sein de la commune ,AUTORISATION,1 an ,Indéfini,1semaine,Communication,"Etape 1 : Dépôt de dossier à la Porte 12
Etape 2 : Lecture du dossier par le Maire
Etape 3 : Lecture du dossier par le SG à la Porte 17
Etape 4 : Transfert du dossier au Service technique à la Porte 16
Etape 5 : Paiement de taxe sur la publicité
Etape 6 : Sortie de l'autorisation  ",,,,,,,,,,,,
42,MID/CRA/B/P3,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Autorisation d'activité,Demande d'autorisation d'exercice d'une activité,G2B," Décret n°2005-003 du 04 Janvier 2005 portant Règlement Général sur la Comptabilité de l’exécution budgétaire des organismes publics
Arrêté n° 23197/2015 Portant création d'un Comité de Suivi des Recettes Non Fiscales","60 000 Ariary (constitution de dossier),                                    
300 000 Ariary/mois  (terrain domanial appartenant à la commune pour usage pylone et télécommunication),                         
30 000 Ariary/mois (kiosque fraction de 4 m² moins de 2 m²),
100 000 Ariary/mois (bouffes mobiles )",Demande d'autorisation d'exercice d'une activité au sein de la commune ,Autorisation d'exercice d'activité,Commune Rurale d'Ambohimangakely Porte 12,"Toute personne souhaitant exercer une activité dans certains domaines de la commune: 
Vente sur mobilier urbain, 
Installation d'un kiosque,
Bouffes mobiles,
Usage pylone et télécommunication",AUTORISATION,1 an,25 par an ,1semaine,Citoyenneté,"Etape 1 : Dépôt de dossier à la Porte 12
Etape 2 : Lecture du dossier par le Maire
Etape 3 : Lecture du dossier par le SG à la Porte 17
Etape 4 : Transfert du dossier au Service technique à la Porte 16
Etape 5 : Paiement de taxe sur la publicité
Etape 6 : Sortie de l'autorisation  ",,,,,,,,,,,,
