ID,SERVICE_NAME,SERVICE_TYPE,TENANT,DEPARTMENT,CATEGORY,DESCRIPTION,LEGAL_TEXT,COST_MIN,COST_MAX,COST_CURRENCY,COST_NOTES,DOCUMENTS,PROCESSING_TIME,PROCESSING_TIME_NOTES,STEPS,ACCESS_MODE,STATUS,AUDIENCE,SUPPORT_CONTACT,ELIGIBILITY,OUTPUT_NAME
MID/CRA/B/P19,Frais administratif sur vente de terrain (acte sous seing privé),G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Frais administratif sur vente de terrain (acte sous seing privé). Toute personne souhaitant légaliser l'acte de vente d'un terrain,Circulaire n°6233-DGI/ED Relative à la légalisation des actes publics ou des actes sous-seing privé,2000,2000,MGA,2 000 Ariary par signature,Acte de notoriété|Photocopie légalisée CIN du vendeur et de l'acheteur ainsi que des témoins|Certificat de résidence|Plan|5 exemplaires de l'acte de vente rempli|CIN,1jour,Validité: A vie,"Etape 1 : Dépôt de dossier auprès du Secrétariat Général de la commune par les héritiers, vendeur, acheteur et témoins,
Etape 2 : Paiement des frais de légalisation et des droits de signature ainsi que des 2% du prix total de la vente auprès de la Caisse,
Etape 3 : Légalisation des 5 exemplaires,
Etape 4 : Récupération de  l'acte de vente légalisé auprès du Secrétariat de la commune",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 08,Toute personne souhaitant légaliser l'acte de vente d'un terrain,Acte de vente de terrain légalisé
MID/CRA/B/P20,Frais adminstratif sur vente de voiture et de moto,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de Légalisation,Frais adminstratif sur vente de voiture et de moto. Toute personne souhaitant formaliser l'acte de vente d'une voiture ou d'une moto,Circulaire n° 6233-DGI/ED Relative à la légalisation des actes publics ou des actes sous-seing privé,5000,5000,MGA,5 000 Ariary par signature,Carte grise|Photocopie CIN certifiée du vendeur et de l'acheteur|Certificat de résidence,1jour,Validité: A vie,"Etape 1 : Dépôt de dossier auprès du Secrétariat Général de la commune par le vendeur et l'acheteur,
Etape 2 : Paiement des droits de signature et des 5% du prix total de la vente auprès de la Caisse,
Etape 3 :Récupération de  l'acte de vente légalisé auprès du Secrétariat de la commune",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 08,Toute personne souhaitant formaliser l'acte de vente d'une voiture ou d'une moto,Acte de vente de voiture ou de moto légalisé
MID/CRA/C/P30,Autorisation et taxe d'abattage,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,Autorisation et taxe d'abattage. Toute personne souhaitant déclarer son abatoir,"▪ Loi n° 2014-020 Relative aux ressources des Collectivités territoriales Décentralisées, aux modalités d'élections, ainsi qu'à l'organisation, au fonctionnement et aux attributions de leurs organes
▪ Arrêté n° 924 Fixant les pénalités applicables à toutes contraventions aux droits de place établis sur les marchés et à la taxe d'abattage",5000,5000,MGA,5000Ar/bête (10 000AR pour les bovidés),Demande manuscrite adressée au Maire|Quittance de paiement d'une taxe d'abattage,1jour,Validité: A vie,"Etape 1 : Dépot de dossier,
Etape 2 : Paiement de taxe d'abattage",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,Toute personne souhaitant déclarer son abatoir,Permis d'abattage
MID/CRA/B/P21,Autorisation et taxe d'abattage,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,Autorisation et taxe d'abattage. Toute personne souhaitant déclarer son abatoir,"▪ Loi n° 2014-020 Relative aux ressources des Collectivités territoriales Décentralisées, aux modalités d'élections, ainsi qu'à l'organisation, au fonctionnement et aux attributions de leurs organes
▪ Arrêté n° 924 Fixant les pénalités applicables à toutes contraventions aux droits de place établis sur les marchés et à la taxe d'abattage",5000,5000,MGA,5000Ar/bête (10 000AR pour les bovidés),Demande manuscrite adressée au Maire|Quittance de paiement d'une taxe d'abattage,1jour,Validité: A vie,"Etape 1 : Dépot de dossier,
Etape 2 : Paiement de taxe d'abattage",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,Toute personne souhaitant déclarer son abatoir,Permis d'abattage
MID/CRA/C/P31,Taxe sur camions,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,Taxe sur camions. Tout propriétaire de camion,Article 02.02.42. du Code général des impôts,10000,10000,MGA,10 000 Ariary/Jour/Camion,Carte grise|Déclaration quant aux éléments transportés,1jour,,"Etape 1 : Dépôt de dossier auprès du Secrétariat Général de la Commune,
Etape 2 : Paiement du montant dû à la Caisse",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,Tout propriétaire de camion,Reçu de paiement de droits et taxes
MID/CRA/B/P22,Taxe sur camions,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,Taxe sur camions. Tout propriétaire de camion,Article 02.02.42. du Code général des impôts,10000,10000,MGA,10 000 Ariary/Jour/Camion,Carte grise|Déclaration quant aux éléments transportés,1jour,,"Etape 1 : Dépôt de dossier auprès du Secrétariat Général de la Commune,
Etape 2 : Paiement du montant dû à la Caisse",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,Tout propriétaire de camion,Reçu de paiement de droits et taxes
MID/CRA/C/P32,Taxes sur billards et assimilés,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,Taxes sur billards et assimilés. Toute entité exploitant de billard et assimilés,Article 10.06.01. et suiv. du Code général des impôts,50000,50000,MGA,"50 000 Ariary/an (vidéo),                                                                
Baby-foot: 50 000 Ariary,                                                                   
Play station:100 000 Ariary",,1jour,Validité: 1 an,Paiement du montant à la Caisse de la commune,offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,Toute entité exploitant de billard et assimilés,Reçu de paiement de droits et taxes
MID/CRA/B/P23,Taxes sur billards et assimilés,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,Taxes sur billards et assimilés. Toute entité exploitant de billard et assimilés,Article 10.06.01. et suiv. du Code général des impôts,50000,50000,MGA,"50 000 Ariary/an (vidéo),                                                                
Baby-foot: 50 000 Ariary,                                                                   
Play station:100 000 Ariary",,1jour,Validité: 1 an,Paiement du montant à la Caisse de la commune,offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,Toute entité exploitant de billard et assimilés,Reçu de paiement de droits et taxes
MID/CRA/C/P33,Redevance d'exploitation,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,Redevance d'exploitation. Toute personne exploitant un site ou une carrière,Article 01.01.26.- et suiv. Code général des impôts,60000,60000,MGA,60 000 Ariary,,1jour,Validité: 2 an,Paiement du montant à la Caisse de la commune,offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,Toute personne exploitant un site ou une carrière,Reçu de paiement de droits et taxes
MID/CRA/B/P24,Redevance d'exploitation,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,Redevance d'exploitation. Toute personne exploitant un site ou une carrière,Article 01.01.26.- et suiv. Code général des impôts,60000,60000,MGA,60 000 Ariary,,1jour,Validité: 2 an,Paiement du montant à la Caisse de la commune,offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,Toute personne exploitant un site ou une carrière,Reçu de paiement de droits et taxes
MID/CRA/C/P34,Taxe moto à moteur,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,"Taxe moto à moteur. Toute personne possédant une moto à moteur souhaitant s'acquitter de l'impôt y afférent ",Article 03.01.01.- du Code général des impôts,2000,2000,MGA,2 000 Ariary,,1jour,Validité: 1 an,Paiement du montant à la Caisse de la commune,offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,"Toute personne possédant une moto à moteur souhaitant s'acquitter de l'impôt y afférent ",Reçu de paiement de droits et taxes
MID/CRA/B/P25,Taxe moto à moteur,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,"Taxe moto à moteur. Toute personne possédant une moto à moteur souhaitant s'acquitter de l'impôt y afférent ",Article 03.01.01.- du Code général des impôts,2000,2000,MGA,2 000 Ariary,,1jour,Validité: 1 an,Paiement du montant à la Caisse de la commune,offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,"Toute personne possédant une moto à moteur souhaitant s'acquitter de l'impôt y afférent ",Reçu de paiement de droits et taxes
MID/CRA/C/P35,Taxe sur les bicyclettes et tandem,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,"Taxe sur les bicyclettes et tandem. Toute personne possédant une bicyclette souhaitant s'acquitter de l'impôt y afférent ",Article 03.01.01.- du Code général des impôts,5000,5000,MGA,5 000 Ariary,,1jour,"Validité: 1 an ",Paiement du montant à la Caisse de la commune,offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,"Toute personne possédant une bicyclette souhaitant s'acquitter de l'impôt y afférent ",Reçu de paiement de droits et taxes
MID/CRA/B/P26,Taxe sur les bicyclettes et tandem,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,"Taxe sur les bicyclettes et tandem. Toute personne possédant une bicyclette souhaitant s'acquitter de l'impôt y afférent ",Article 03.01.01.- du Code général des impôts,5000,5000,MGA,5 000 Ariary,,1jour,"Validité: 1 an ",Paiement du montant à la Caisse de la commune,offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,"Toute personne possédant une bicyclette souhaitant s'acquitter de l'impôt y afférent ",Reçu de paiement de droits et taxes
MID/CRA/C/P36,"Taxe sur les fêtes, les spectacles ou manifestations diverses",G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,"Taxe sur les fêtes, les spectacles ou manifestations diverses. Toute personne ou association de personne souhaitant effectuer une fête/manifestation  au sein de la commune ",Article 03.01.01.- du Code général des impôts,32000,32000,MGA,32 000 Ariary,Demande visée par le Fokotany,1jour,"Validité: Jour de la fête/ manifestation ","Etape 1 : Dépôt de demande auprès du Fokontany pour visa,
Etape 2 : Visa du Sécrétaire général de la commune,
Etape 3 : Paiement du montant à la Caisse de la commune",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,"Toute personne ou association de personne souhaitant effectuer une fête/manifestation  au sein de la commune ",Reçu de paiement de droits et taxes
MID/CRA/B/P27,"Taxe sur les fêtes, les spectacles ou manifestations diverses",G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,"Taxe sur les fêtes, les spectacles ou manifestations diverses. Toute personne ou association de personne souhaitant effectuer une fête/manifestation  au sein de la commune ",Article 03.01.01.- du Code général des impôts,32000,32000,MGA,32 000 Ariary,Demande visée par le Fokotany,1jour,"Validité: Jour de la fête/ manifestation ","Etape 1 : Dépôt de demande auprès du Fokontany pour visa,
Etape 2 : Visa du Sécrétaire général de la commune,
Etape 3 : Paiement du montant à la Caisse de la commune",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,"Toute personne ou association de personne souhaitant effectuer une fête/manifestation  au sein de la commune ",Reçu de paiement de droits et taxes
MID/CRA/C/P37,Taxe sur les cérémonies coutumières,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,"Taxe sur les cérémonies coutumières. Toute personnne souhaitant faire une fête se rattachant à la coutume au sein de la commune ",Article 03.01.01.- du Code général des impôts,100000,100000,MGA,100 000 Ariary,Demande visée par le Fokotany,1jour,"Validité: Jour de la cérémonie ","Etape 1 : Visa de la demande par le fokontany
Etape 2 : Dépôt de la demande à la commune
Etape 3 : Contrôle de la demande par le SG pour avis favorable
Etape 4 : Paiement des droits et taxes à la Caisse de la commune",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,"Toute personnne souhaitant faire une fête se rattachant à la coutume au sein de la commune ",Reçu de paiement de droits et taxes
MID/CRA/B/P28,Taxe sur les cérémonies coutumières,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,"Taxe sur les cérémonies coutumières. Toute personnne souhaitant faire une fête se rattachant à la coutume au sein de la commune ",Article 03.01.01.- du Code général des impôts,100000,100000,MGA,100 000 Ariary,Demande visée par le Fokotany,1jour,"Validité: Jour de la cérémonie ","Etape 1 : Visa de la demande par le fokontany
Etape 2 : Dépôt de la demande à la commune
Etape 3 : Contrôle de la demande par le SG pour avis favorable
Etape 4 : Paiement des droits et taxes à la Caisse de la commune",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,"Toute personnne souhaitant faire une fête se rattachant à la coutume au sein de la commune ",Reçu de paiement de droits et taxes
MID/CRA/C/P38,Droit de délivrance des passeports bovidés,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Recensement bovin,"Droit de délivrance des passeports bovidés. Toute personne souhaitant avoir un passeport de bovidé ",Loi n° 2006-030 du 24 novembre 2006 relative à l’Elevage,10000,10000,MGA,10 000 Ariary/bête,Demande au niveau du délégué allant au dépositaire comptable de la commune|Acte de vente (Avec provenance précise de la bête)|Déclaration de la gendarmerie pour les nouvelles naissances,1jour,"Validité: 1 an ","Etape 1 : Déclaration de naissance au SEMNDG (pour les nouvelles naissances)
Etape 2 : Légalisation d'acte de vente à la commune
Etape 3 : Dépôt de dossier à la commune
Etape 4 : Visa de la commune
Etape 5 : Transfert du dossier au délégué
Etape 6 : Paiement de droits et taxes liés
Etape 7 : Délivrance du passeport",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,"Toute personne souhaitant avoir un passeport de bovidé ",Reçu de paiement de droits et taxes
MID/CRA/B/P29,Droit de délivrance des passeports bovidés,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Recensement bovin,"Droit de délivrance des passeports bovidés. Toute personne souhaitant avoir un passeport de bovidé ",Loi n° 2006-030 du 24 novembre 2006 relative à l’Elevage,10000,10000,MGA,10 000 Ariary/bête,Demande au niveau du délégué allant au dépositaire comptable de la commune|Acte de vente (Avec provenance précise de la bête)|Déclaration de la gendarmerie pour les nouvelles naissances,1jour,"Validité: 1 an ","Etape 1 : Déclaration de naissance au SEMNDG (pour les nouvelles naissances)
Etape 2 : Légalisation d'acte de vente à la commune
Etape 3 : Dépôt de dossier à la commune
Etape 4 : Visa de la commune
Etape 5 : Transfert du dossier au délégué
Etape 6 : Paiement de droits et taxes liés
Etape 7 : Délivrance du passeport",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,"Toute personne souhaitant avoir un passeport de bovidé ",Reçu de paiement de droits et taxes
MID/CRA/C/P39,Droit de délivrance du ticket de mutation ou de son duplicata,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Mutation,"Droit de délivrance du ticket de mutation ou de son duplicata. Toute personne souhaitant avoir un ticket de mutation ou de son duplicata  ",Arrêté n° 2003/2016 Portant exonération du paiement des droits de succession et frais de mutation par décès auprès du Centre Fiscal et de la Conservation Foncière et du Guichet Foncier communal,1000,1000,MGA,1 000 Ariary,Demande de délivrance d'un ticket de mutation ou de son duplicata adressée au Maire,2semaines,Validité: A vie,"Etape 1 : Dépôt de dossier,
Etape 2 : Légalisation de signature
Etape 3 : Retour au délégué pour les terrains
Etape 4 : Paiement de droits et taxes liés",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 08,"Toute personne souhaitant avoir un ticket de mutation ou de son duplicata  ",Ticket de mutation
MID/CRA/B/P30,Droit de délivrance du ticket de mutation ou de son duplicata,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Mutation,"Droit de délivrance du ticket de mutation ou de son duplicata. Toute personne souhaitant avoir un ticket de mutation ou de son duplicata  ",Arrêté n° 2003/2016 Portant exonération du paiement des droits de succession et frais de mutation par décès auprès du Centre Fiscal et de la Conservation Foncière et du Guichet Foncier communal,1000,1000,MGA,1 000 Ariary,Demande de délivrance d'un ticket de mutation ou de son duplicata adressée au Maire,2semaines,Validité: A vie,"Etape 1 : Dépôt de dossier,
Etape 2 : Légalisation de signature
Etape 3 : Retour au délégué pour les terrains
Etape 4 : Paiement de droits et taxes liés",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 08,"Toute personne souhaitant avoir un ticket de mutation ou de son duplicata  ",Ticket de mutation
MID/CRA/C/P40,Droit de démolition,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,"Droit de démolition. Toute personne souhaitant effectuer une démolition de maison ou contraint de le faire pour cause de sécurité ",Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat,100000,100000,MGA,"100 000 Ariary (cas propriétaire héritier),                                                                               
200 000 Ariary (acheteur)",Demande d'autorisation de démolition|Acte de vente ou attestation de popriété,2semaines,"Validité: 1 an ","Etape 1 : Dépôt de dossier à la Porte 12
Etape 2 : Lecture du dossier par le Secrétaire Général
Etape 3 : Descente pour études par les techniciens
Etape 4 : Elaboration d'un Rapport technique
Etape 5 : Paiement de droits et taxes liés
Etape 6 : Sortie de l'Autorisation",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,"Toute personne souhaitant effectuer une démolition de maison ou contraint de le faire pour cause de sécurité ",Permis de démolition
MID/CRA/B/P31,Droit de démolition,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,"Droit de démolition. Toute personne souhaitant effectuer une démolition de maison ou contraint de le faire pour cause de sécurité ",Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat,100000,100000,MGA,"100 000 Ariary (cas propriétaire héritier),                                                                               
200 000 Ariary (acheteur)",Demande d'autorisation de démolition|Acte de vente ou attestation de popriété,2semaines,"Validité: 1 an ","Etape 1 : Dépôt de dossier à la Porte 12
Etape 2 : Lecture du dossier par le Secrétaire Général
Etape 3 : Descente pour études par les techniciens
Etape 4 : Elaboration d'un Rapport technique
Etape 5 : Paiement de droits et taxes liés
Etape 6 : Sortie de l'Autorisation",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,"Toute personne souhaitant effectuer une démolition de maison ou contraint de le faire pour cause de sécurité ",Permis de démolition
MID/CRA/C/P41,"Droit d'arbitrage et réconciliation du conseil et droit de descente
Lettre de doléance",G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Arbitrage / réconciliation,"Droit d'arbitrage et réconciliation du conseil et droit de descente
Lettre de doléance. Toute personne souhaitant la présence du personnel lors de l'exécution d'un acte pour légalité  ","Décret n° 2009-890 Fixant l’organisation, le fonctionnement et les attributions du Fokontany",2000,2000,MGA,"2 000 Ariary (droit),                                                                          
2 000 Ariary/ copie,                                                                           
30 000 Ariary /terrain",Demande d'assistance|Lettre de doléance visée par le fokontany,Instantanné,"Validité: Jour de la descente ","Etape 1 : Doléance auprès du Fokontany
Etape 2 : PV du fokontany à la commune
Etape 3 : Etudes de cas à la porte 5 et 7
Etape 4 : Transfert vers le conseil communal s'il y a des difficultés
Etape 5 : Dépôt de la demande,
Etape 6 : Paiement de droits et taxes liés",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 17,"Toute personne souhaitant la présence du personnel lors de l'exécution d'un acte pour légalité  ",Assistance du personnel de la commune
MID/CRA/B/P32,"Droit d'arbitrage et réconciliation du conseil et droit de descente
Lettre de doléance",G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Arbitrage / réconciliation,"Droit d'arbitrage et réconciliation du conseil et droit de descente
Lettre de doléance. Toute personne souhaitant la présence du personnel lors de l'exécution d'un acte pour légalité  ","Décret n° 2009-890 Fixant l’organisation, le fonctionnement et les attributions du Fokontany",2000,2000,MGA,"2 000 Ariary (droit),                                                                          
2 000 Ariary/ copie,                                                                           
30 000 Ariary /terrain",Demande d'assistance|Lettre de doléance visée par le fokontany,Instantanné,"Validité: Jour de la descente ","Etape 1 : Doléance auprès du Fokontany
Etape 2 : PV du fokontany à la commune
Etape 3 : Etudes de cas à la porte 5 et 7
Etape 4 : Transfert vers le conseil communal s'il y a des difficultés
Etape 5 : Dépôt de la demande,
Etape 6 : Paiement de droits et taxes liés",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 17,"Toute personne souhaitant la présence du personnel lors de l'exécution d'un acte pour légalité  ",Assistance du personnel de la commune
MID/CRA/B/P33,Licence d'occupation,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service foncier,Licence d'occupation. Toute personne souhaitant créer une activité au sein de la commune,"▪ Loi n° 2005-019 du 17 octobre 2005 fixant les principes régissant les statuts des terres.(Permis d'occupation)
▪ Décret n° 64-291 du 22 juillet 1964 fixant les règles relatives à la délimitation, l’utilisation, la conservation et la police du domaine public (autorisation d'occupation)",50000,50000,MGA,50 000 Ariary/pavillon/mois,Demande d'occupation du pavillon,1semaine,"Validité: 1 mois ","Etape 1 : Dépôt de la demande auprès du fokontany pour visa
Etape 2 : Dépôt de la demande à la Porte 12
Etape 3 : Etudes du dossier par le Secrétaire Général
Etape 4 : Paiement du droit d'occupation à la Caisse",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Toute personne souhaitant créer une activité au sein de la commune,Permis d'occupation
MID/CRA/C/P42,Location diverse,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service foncier,"Location diverse. Toute personne souhaitant louer une salle au sein de la commune ",Code Général des Impôts,300000,300000,MGA,"300 000 Ariary /mois (bureau ex commune),                                                           
1 000 000 Ariary / mois (location terrain, OTIV, salle) ,                                      
50 000 Ariary/événement +consommation JIRAMA(tranompokonolona),                    
30 000 Ariary (location véhicules communaux: ambulances , camion)",Demande adressée au commune,1jour,"Validité: Jour de la demande ","Etape 1 : Réponse aux Appels d'offre de la commune pour les batiments
Etape 2 : Dépôt de dossier
Etape 3 : Paiement de frais liés à la location",offline,active,citizens,"Porte 12 pour les batiments 
034 89 461 13 Police communale pour les véhicules","Toute personne souhaitant louer une salle au sein de la commune ",Salle disponible pour location
MID/CRA/B/P34,Location diverse,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service foncier,"Location diverse. Toute personne souhaitant louer une salle au sein de la commune ",Code Général des Impôts,300000,300000,MGA,"300 000 Ariary /mois (bureau ex commune),                                                           
1 000 000 Ariary / mois (location terrain, OTIV, salle) ,                                      
50 000 Ariary/événement +consommation JIRAMA(tranompokonolona),                    
30 000 Ariary (location véhicules communaux: ambulances , camion)",Demande adressée au commune,1jour,"Validité: Jour de la demande ","Etape 1 : Réponse aux Appels d'offre de la commune pour les batiments
Etape 2 : Dépôt de dossier
Etape 3 : Paiement de frais liés à la location",offline,active,citizens,"Porte 12 pour les batiments 
034 89 461 13 Police communale pour les véhicules","Toute personne souhaitant louer une salle au sein de la commune ",Salle disponible pour location
MID/CRA/B/P35,Licence sur les produits alcooliques,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,"Licence sur les produits alcooliques. Toute personne souhaitant avoir une autorisation de vendre des produits alcooliques ",Article 10.06.01. et suiv. du Code Général des impôts,140000,140000,MGA,"Frais administratif: 140 000 Ariary,                                               
Impôt :1 000 000 Ariary (première catégorie),                                                              
500 000 Ariary (deuxième catégorie)",Demande d'autorisation  de vente de produit alcoolique|Rapport d'enquête de moralité sous pli fermé provenant de la gendarmerie,2semaines,"Validité: 1 an ","Etape 1 : Dépôt de dossier visé par le fokontany
dépôt des dossier à la porte 12
Etape 2 : Transfert au SG à la Porte 17 pour étude de dossier
Etape 3 : Transfert à la gendarmerie pour enquête de moralité
Etape 4 : Retour à la commune pour visa du Secrétaire Général
Etape 5 : Paiement des frais administratifs et impôts liés  
Etape 6 : Sortie de la licence par le CENTRE FISCAL",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,"Toute personne souhaitant avoir une autorisation de vendre des produits alcooliques ",Licence de vente de produit alcoolique
MID/CRA/B/P36,Licence locale sur les activités: établissement de nuit,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Fiscalité,Licence locale sur les activités: établissement de nuit. Toute personne souhaitant ouvrir un établissement de nuit,"Loi n° 2014-020 Relative aux ressources des Collectivités territoriales Décentralisées, aux modalités d'élections, ainsi qu'à l'organisation, au fonctionnement et aux attributions de leurs organes",200000,200000,MGA,200 000 Ariary/ an,Demande d'autorisation d'ouverture d'établissement de nuit|Autorisation du propriétaire (le cas échéant)|Demande auprès du fokontany|Certificat de résidence,1semaine,"Validité: 1 an ","Etape 1 : Dépôt de dossier
Etape 2 : Descente pour enquête auprès du voisinage par les techniciens,
Etape 3 : Elaboration d'un rapport d'enquête
Etape 4 : Paiement de droit
Etape 5 : Sortie de la licence",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Toute personne souhaitant ouvrir un établissement de nuit,Permis d'ouverture
