ID,SERVICE_NAME,SERVICE_TYPE,TENANT,DEPARTMENT,CATEGORY,DESCRIPTION,LEGAL_TEXT,COST_MIN,COST_MAX,COST_CURRENCY,COST_NOTES,DOCUMENTS,PROCESSING_TIME,PROCESSING_TIME_NOTES,STEPS,ACCESS_MODE,STATUS,AUDIENCE,SUPPORT_CONTACT,ELIGIBILITY,OUTPUT_NAME
MID/CRA/B/P8,Demande de permis de nivellement et terrassement,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Demande de permis de nivellement et terrassement. Toute personne souhaitant rendre à plat son terrain doit demander ce permis auprès de la mairie,Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat,50000,50000,MGA,50 000 Ariary (constitution de dossier),Demande adressée au Maire|Un certificat d'immatriculation et de situation juridique moins de 3 mois|Plan (01)|Photocopie CIN certifiée|Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (Acte de notoriété|acte de vente|offre|autorisation|acte de partage|...)|Plan d'implantation,1semaine,Validité: 1 an,"Etape 1 : Dépôt de dossier à la Porte 12 pour lecture par le Maire
Etape 2 : Transfert du dossier au Secrétaire Général
Etape 3 : Descente des Agents techniques pour contrôle géographique et environnemental
Etape 4 : Etudes par les techniciens conformément à la loi 2015-052
Etape 5 : Elaboration d'un Rapport par les techniciens
Etape 6 : Paiement de droits et taxes liés
Etape 7 : Sortie de l'autorisation",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Toute personne souhaitant rendre à plat son terrain doit demander ce permis auprès de la mairie,Permis de nivellement et terrassement
MID/CRA/C/P14,Demande de permis de nivellement et terrassement,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Demande de permis de nivellement et terrassement. Toute personne souhaitant rendre à plat son terrain doit demander ce permis auprès de la mairie,Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat,50000,50000,MGA,50 000 Ariary (constitution de dossier),Demande adressée au Maire|Un certificat d'immatriculation et de situation juridique moins de 3 mois|Plan (01)|Photocopie CIN certifiée|Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (Acte de notoriété|acte de vente|offre|autorisation|acte de partage|...)|Plan d'implantation,1semaine,Validité: 1 an,"Etape 1 : Dépôt de dossier à la Porte 12 pour lecture par le Maire
Etape 2 : Transfert du dossier au Secrétaire Général
Etape 3 : Descente des Agents techniques pour contrôle géographique et environnemental
Etape 4 : Etudes par les techniciens conformément à la loi 2015-052
Etape 5 : Elaboration d'un Rapport par les techniciens
Etape 6 : Paiement de droits et taxes liés
Etape 7 : Sortie de l'autorisation",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Toute personne souhaitant rendre à plat son terrain doit demander ce permis auprès de la mairie,Permis de nivellement et terrassement
MID/CRA/B/P9,Demande de permis de remblai,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,"Demande de permis de remblai. Toute personne morale qui souhaite aplanir un terrain, à niveler des fouilles, à rehausser le niveau du sol.",Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat,10000,10000,MGA,"10 000 Ariary/m-cube
Droit de camion/j : 10 000Ar/camion/j
Droit APIPA 5200Ar",Demande adressée au Maire|Un certificat d'immatriculation et de situation juridique moins de 3 mois|Plan (01)|Photocopie CIN certifiée|Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (acte de notoriété|acte de vente|offre|autorisation|acte de partage|...)|Contrat bail pour les entreprises|Alignement SRATA|Autorisation APIPA|Dérogation ministérielle au cas où l'activité est proche de ROCADE|BY-PASS et RN|plan d'implantation|permis de remblai,1mois,Validité: 1 an,"Etape 1 : Dépôt de dossier à la Porte 12
Etape 2 : Contrôle du Secrétaire Général
Etape 3 : Transfert du dossier par le SG vers l'Autorité pour la Protection contre les Innondations de la Plaine d'Antananarivo (APIPA)
Etape 4 : Avis favorable d'APIPA (étude hydrolique)
Etape 5 : Paiement de droits et taxes liés
Etape 6 : Sortie de l'Autorisation de remblai",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,"Toute personne morale qui souhaite aplanir un terrain, à niveler des fouilles, à rehausser le niveau du sol.",Permis de remblai
MID/CRA/B/P10,Demande de permis de déblai,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,"Demande de permis de déblai. Toute personne morale qui souhaite enlever des terres, des décombres pour mettre un terrain à niveau, pour creuser des fondations, un fossé",Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat,10000,10000,MGA,"10 000 MGA/m²
Droit de camion/j : 10 000Ar/camion/j",Demande adressée au Maire|Un certificat d'immatriculation et de situation juridique moins de 3 mois|Plan (01)|Photocopie CIN certifiée|Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (Acte de notoriété|acte de vente|offre|autorisation|acte de partage|...)|Alignement SRATA|Autorisation APIPA|Contrat d'emprunt de l'entreprise (pour G2B)|Dérogation ministérielle au cas où l'activité est proche de ROCADE|BY-PASS et RN|plan d'implantation|permis de remblai|Autorisation de circuler pour les camions en services|Photocopie de la carte grise,"15jours ",Validité: 1 an,"Etape 1 : Dépôt de dossier à la Porte 12
Etape 2 : Contrôle du Secrétaire Général
Etape 3 : Descentes de techniciens pour études (état de routes actuelles)
Etape 4 : Remise en état des routes et des canaux d'évacuation par le citoyen 
Etape 5 : ou l'entreprise
Etape 6 : Paiement de droit
Etape 7 : Sortie de l'Autorisation de déblai",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,"Toute personne morale qui souhaite enlever des terres, des décombres pour mettre un terrain à niveau, pour creuser des fondations, un fossé",Permis de déblai
MID/CRA/C/P17,Demande de permis de construction d'un tombeau,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Demande de permis de construction d'un tombeau. Toute personne qui souhaite avoir une autorisation pour la construction d'un tombeau,Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat,100000,100000,MGA,100 000 Ar,Demande adressée au Maire|Un certificat d'immatriculation et de situation juridique moins de 3 mois pour les terrains privés|Plan (01)|Photocopie CIN certifiée|Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (Acte de notoriété|acte de vente|offre|autorisation|acte de partage|...)|Plan détaillé de construction (02 exemplaires) : implantation|fondation|4 façades|toiture|coupe,"15jours ",Validité: 1 an,"Etape 1 : Demande adressée au maire à faire viser par le fokontany
Etape 2 : Dépôt de dossier à la Porte 12
Etape 3 : Descente pour études par les techniciens
Etape 4 : Elaboration de rapport par les techniciens
Etape 5 : Paiement de droit lié à la reconstitution de dossier
Etape 6 : Sortie de l'Autorisation",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Toute personne qui souhaite avoir une autorisation pour la construction d'un tombeau,Permis de construction de tombeau
MID/CRA/C/P18,Demande de permis de construction d'une maison,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Demande de permis de construction d'une maison. Toute personne qui souhaite avoir une autorisation pour la construction d'une maison,"▪ Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat
▪ Ordonnance n°62-115 du 1er octobre 1962 relative aux permis de construire des bâtiments et aux lotissements",5000,5000,MGA,5 000 Ariary /m²,Demande adressée au Maire|Un certificat d'immatriculation et de situation juridique de moins de 3 mois|Plan (01)|Photocopie CIN certifiée|Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (copie de l'acte de notoriété|acte de vente|offre|autorisation|acte de partage|...)|Plan détaillé de construction(02 exemplaires) avec implantation|Assainissement|fondation|4 façades|toiture|coupe|assainissement|rez de chaussée|étage|fosse (septique ou perdue|puisard)|Plan autorisé SRATA (borne RN|+3étages|+500m2 surface bâtie)|Prescription d'urbanisme,2semaines,Validité: 1 an,"Etape 1 : Visa du fokontany de la demande
Etape 2 : Dépôt de dossier à la porte 12
Etape 3 : Descente des techniciens pour études
Etape 4 : Rapport d'études par les techniciens
Etape 5 : Descente pour alignement (selon le plan d'urbanisme),
Etape 6 : Paiement du droit
Etape 7 : Sortie du permis",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Toute personne qui souhaite avoir une autorisation pour la construction d'une maison,Permis de construction
MID/CRA/B/P11,Demande de permis de construction d'une maison,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Demande de permis de construction d'une maison. Toute personne qui souhaite avoir une autorisation pour la construction d'une maison,"▪ Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat
▪ Ordonnance n°62-115 du 1er octobre 1962 relative aux permis de construire des bâtiments et aux lotissements",5000,5000,MGA,5 000 Ariary /m²,Demande adressée au Maire|Un certificat d'immatriculation et de situation juridique de moins de 3 mois|Plan (01)|Photocopie CIN certifiée|Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (copie de l'acte de notoriété|acte de vente|offre|autorisation|acte de partage|...)|Plan détaillé de construction(02 exemplaires) avec implantation|Assainissement|fondation|4 façades|toiture|coupe|assainissement|rez de chaussée|étage|fosse (septique ou perdue|puisard)|Plan autorisé SRATA (borne RN|+3étages|+500m2 surface bâtie)|Prescription d'urbanisme,2semaines,Validité: 1 an,"Etape 1 : Visa du fokontany de la demande
Etape 2 : Dépôt de dossier à la porte 12
Etape 3 : Descente des techniciens pour études
Etape 4 : Rapport d'études par les techniciens
Etape 5 : Descente pour alignement (selon le plan d'urbanisme),
Etape 6 : Paiement du droit
Etape 7 : Sortie du permis",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Toute personne qui souhaite avoir une autorisation pour la construction d'une maison,Permis de construction
MID/CRA/C/P19,"Demande de permis de réhabilitation, d'élargissement et d'addition d'une étage",G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,"Demande de permis de réhabilitation, d'élargissement et d'addition d'une étage. Toute personne qui souhaite avoir une autorisation afin de réhabiliter sa maison","▪ Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat
▪ Ordonnance n°62-115 du 1er octobre 1962 relative aux permis de construire des bâtiments et aux lotissements",50000,50000,MGA,50 000 Ariary,Demande adressée au Maire|Un certificat d'immatriculation et de situation juridique moins de 3 mois|Plan (01)|Photocopie CIN certifiée|Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (Copie de l'acte de notoriété|acte de vente|offre|autorisation|acte de partage|...)|Ancien permis de construire|Plan autorisé STRATA( borne RN|+3étages|+500m2 surfaces batis)|Prescription d'urbanisme|Plan de réhabilitation (sauf pour le remplacement ex: toit),"1jour ",Validité: 1 an,"Etape 1 : Dépôt de dossier à la porte 12
Etape 2 : Transfert du dossier au service technique 
Etape 3 : Contrôle de conformité
Etape 4 : Paiement des droits et taxes
Etape 5 : Sortie du permis",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Toute personne qui souhaite avoir une autorisation afin de réhabiliter sa maison,"Permis de réhabilitation, d'élagissement et d'addition d'une étage"
MID/CRA/B/P12,"Demande de permis de réhabilitation, d'élargissement et d'addition d'une étage",G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,"Demande de permis de réhabilitation, d'élargissement et d'addition d'une étage. Toute personne qui souhaite avoir une autorisation afin de réhabiliter sa maison","▪ Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat
▪ Ordonnance n°62-115 du 1er octobre 1962 relative aux permis de construire des bâtiments et aux lotissements",50000,50000,MGA,50 000 Ariary,Demande adressée au Maire|Un certificat d'immatriculation et de situation juridique moins de 3 mois|Plan (01)|Photocopie CIN certifiee|Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (Copie de l'acte de notoriété|acte de vente|offre|autorisation|acte de partage|...)|Ancien permis de construire|Plan autorisé SRATA( borne RN|+3étages|+500m2 surfaces batis)|Prescription d'urbanisme|Plan de réhabilitation (sauf pour le remplacement ex: toit),"1jour ",Validité: 1 an,"Etape 1 : Dépôt de dossier à la porte 12
Etape 2 : Transfert du dossier au service technique 
Etape 3 : Contrôle de conformité
Etape 4 : Paiement des droits et taxes
Etape 5 : Sortie du permis",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Toute personne qui souhaite avoir une autorisation afin de réhabiliter sa maison,"Permis de réhabilitation, d'élagissement et d'addition d'une étage"
MID/CRA/C/P20,Demande de permis de construction d'une clôture,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Demande de permis de construction d'une clôture. Tout propriétaire de maison souhaitant installer une clôture,"▪ Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat
▪ Ordonnance n°62-115 du 1er octobre 1962 relative aux permis de construire des bâtiments et aux lotissements",4000,4000,MGA,4 000 Ariary/m²,Demande adressée au Maire|Un certificat d'immatriculation et de situation juridique moins de 3 mois|Plan (01)|Photocopie CIN certifiée|Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (Copie de l'acte de notoriété|acte de vente|offre|autorisation|acte de partage|...)|Ancien permis de construire|Plan autorisé SRATA( borne RN|+3étages|+500m2 surface bâtie)|Plan de construction (implantation|assainissement|coupe|élévation),2semaines,Validité: 1 an,"Etape 1 : Dépôt de dossier à la Porte 12
Etape 2 : transfert au service technique 
Etape 3 : Contrôle de conformité 
Etape 4 : Descente alignement (selon le plan d'urbanisme),
Etape 5 : Paiement du droit",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Tout propriétaire de maison souhaitant installer une clôture,Permis de construction
MID/CRA/B/P13,Demande de permis de construction d'une clôture,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Demande de permis de construction d'une clôture. Tout propriétaire de maison souhaitant installer une clôture,"▪ Loi n° 2015- 052 relative à l’Urbanisme et à l’Habitat
▪ Ordonnance n°62-115 du 1er octobre 1962 relative aux permis de construire des bâtiments et aux lotissements",4000,4000,MGA,4 000 Ariary/m²,Demande adressée au Maire|Un certificat d'immatriculation et de situation juridique moins de 3 mois|Plan (01)|Photocopie CIN certifiée|Tout les documents relatifs au terrain s'il n'est pas inscrit au nom du propriétaire (Copie de l'acte de notoriété|acte de vente|offre|autorisation|acte de partage|...)|Ancien permis de construire|Plan autorisé SRATA( borne RN|+3étages|+500m2 surface bâtie)|Plan de construction (implantation|assainissement|coupe|élévation),2semaines,Validité: 1 an,"Etape 1 : Dépôt de dossier à la Porte 12
Etape 2 : transfert au service technique 
Etape 3 : Contrôle de conformité 
Etape 4 : Descente alignement (selon le plan d'urbanisme),
Etape 5 : Paiement du droit",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Tout propriétaire de maison souhaitant installer une clôture,Permis de construction
MID/CRA/C/P21,Demande d'acte de partage,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de l'état civil,"Demande d'acte de partage. Toute personne souhaitant effectuer le partage de ses biens ","Loi n° 68-012 Relative aux successions, testaments et donations",0,0,MGA,,Certificat de situation juridique (2)|Photocopie CIN certifiée (2)|Plan (5),1jour à 1semaine,"Validité: 03 mois ","Etape 1 : Dépôt de dossier au Délégué d'arrondissement
Etape 2 : Lecture de l'acte de notoriété par le délégué
Etape 3 : Sortie de l'acte de partage",offline,active,citizens,Délégué d'arrondissement,"Toute personne souhaitant effectuer le partage de ses biens ",Acte de partage
MID/CRA/C/P22,Demande de permis d'exhumation,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service relatif à l'octroi du permis d'exhumation,Demande de permis d'exhumation. Toute famille souhaitant changer le tombeau de ses proches ou célébrer la coutume de l'exhumation,Loi n° 2011-002 Portant Code de la Santé,0,0,MGA,,Acte de décès|Demande de permis d'exhumation visé par le Fokotany,1jour,"Validité: Au moment de l'exhumation ","Etape 1 : Visa de la demande de permis d'exhumation auprès du Fokontany,
Etape 2 : Dépôt de dossier à la Commune
Etape 3 : Lecture de l'acte par Secrétaire Général
Etape 4 : Sortie de l'autorisation d'exhumation",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Toute famille souhaitant changer le tombeau de ses proches ou célébrer la coutume de l'exhumation,Permis d'exhumation
MID/CRA/C/P23,Droit de place sur les marchés,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service d'organisation des marchés,"Droit de place sur les marchés. Tout commerçant ayant une place au sein du marché ","▪ Arrêté n° 924 Fixant les pénalités applicables à toutes contraventions aux droits de place établis sur les marchés et à la taxe d'abattage
▪ Circulaire n° 311 Relative aux tarifs des droits de place sur les marchés pour les bouchers",500,500,MGA,500 / 1 000 Ariary (selon la surface),,1semaine,Validité: 1 jour,"Etape 1 : Paiement du droit au percepteur au marché
Etape 2 : Descente pour études par les techniciens
Etape 3 : Sortie de l'autorisation",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,"Tout commerçant ayant une place au sein du marché ",Ticket de marché
MID/CRA/B/P14,Droit de place sur les marchés,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service d'organisation des marchés,"Droit de place sur les marchés. Tout commerçant ayant une place au sein du marché ","▪ Arrêté n° 924 Fixant les pénalités applicables à toutes contraventions aux droits de place établis sur les marchés et à la taxe d'abattage
▪ Circulaire n° 311 Relative aux tarifs des droits de place sur les marchés pour les bouchers",500,500,MGA,500 / 1 000 Ariary (selon la surface),,1semaine,Validité: 1 jour,"Etape 1 : Paiement du droit au percepteur au marché
Etape 2 : Descente pour études par les techniciens
Etape 3 : Sortie de l'autorisation",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 03,"Tout commerçant ayant une place au sein du marché ",Ticket de marché
MID/CRA/C/P24,Demande de raccordement à l'eau,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Demande de raccordement à l'eau. Toute personne souhaitant se raccorder à l'eau,Arrêté n° 86/88 Fixant les conditions de raccordements et d'abonnements aux réseaux de distribution publique d'énergie électrique et d'eau potable à Madagascar,20,20,MGA,"20% du devis de la JIRAMA,
Taux/tMGAif maxima=25% du tMGAif moyen HT(cas usage industriel)",Photocopie du permis de construire|Devis provenant de la JIRAMA|Lettre de demande de raccordement à l'eau,1mois,"Validité: A vie ","Etape 1 : Dépôt de dossier
Etape 2 : Envoi de la première demande à la JIRAMA
Etape 3 :Descente de la JIRAMA pour étude
Etape 4 : Devis de la JIRAMA
Etape 5 : Sortie du permis
Etape 6 : Paiement de droit",offline,active,citizens,Service de la JIRAMA,Toute personne souhaitant se raccorder à l'eau,Raccordement à l'eau
MID/CRA/B/P15,Demande de raccordement à l'eau,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Demande de raccordement à l'eau. Toute personne souhaitant se raccorder à l'eau,Arrêté n° 86/88 Fixant les conditions de raccordements et d'abonnements aux réseaux de distribution publique d'énergie électrique et d'eau potable à Madagascar,20,20,MGA,"20% du devis de la JIRAMA,
Taux/tMGAif maxima=25% du tMGAif moyen HT(cas usage industriel)",Photocopie du permis de construire|Devis provenant de la JIRAMA|Lettre de demande de raccordement à l'eau,1mois,"Validité: A vie ","Etape 1 : Dépôt de dossier
Etape 2 : Envoi de la première demande à la JIRAMA
Etape 3 :Descente de la JIRAMA pour étude
Etape 4 : Devis de la JIRAMA
Etape 5 : Sortie du permis
Etape 6 : Paiement de droit",offline,active,citizens,Service de la JIRAMA,Toute personne souhaitant se raccorder à l'eau,Raccordement à l'eau
MID/CRA/C/P25,Demande de raccordement à l'éléctricité,G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Demande de raccordement à l'éléctricité. Toute personne souhaitant se raccorder à l'éléctricité,Arrêté n° 86/88 Fixant les conditions de raccordements et d'abonnements aux réseaux de distribution publique d'énergie électrique et d'eau potable à Madagascar,10,10,MGA,"10% du devis de la JIRAMA,
Taux/tMGAif maxima=25% du tMGAif moyen HT (cas usage industriel)",Photocopie du permis de construire|Devis provenant de la JIRAMA|Lettre de demande de raccordement à l'éléctricité,1mois,"Validité: A vie ","Etape 1 : Dépôt de dossier
Etape 2 : Envoi de la première demande à la JIRAMA
Etape 3 : Descente de la JIRAMA pour étude
Etape 4 : Devis de la JIRAMA
Etape 5 : Sortie du permis
Etape 6 : Paiement de droit",offline,active,citizens,Service de la JIRAMA,Toute personne souhaitant se raccorder à l'éléctricité,Raccordement à l'électricité
MID/CRA/B/P16,Demande de raccordement à l'éléctricité,G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Demande de raccordement à l'éléctricité. Toute personne souhaitant se raccorder à l'éléctricité,Arrêté n° 86/88 Fixant les conditions de raccordements et d'abonnements aux réseaux de distribution publique d'énergie électrique et d'eau potable à Madagascar,10,10,MGA,"10% du devis de la JIRAMA,
Taux/tMGAif maxima=25% du tMGAif moyen HT (cas usage industriel)",Photocopie du permis de construire|Devis provenant de la JIRAMA|Lettre de demande de raccordement à l'éléctricité,1mois,"Validité: A vie ","Etape 1 : Dépôt de dossier
Etape 2 : Envoi de la première demande à la JIRAMA
Etape 3 : Descente de la JIRAMA pour étude
Etape 4 : Devis de la JIRAMA
Etape 5 : Sortie du permis
Etape 6 : Paiement de droit",offline,active,citizens,Service de la JIRAMA,Toute personne souhaitant se raccorder à l'éléctricité,Raccordement à l'électricité
MID/CRA/C/P26,"Droit de reconnaissance du terrain domanial ""droit d'affichage""",G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service foncier,"Droit de reconnaissance du terrain domanial ""droit d'affichage"". Toute personne souhaitant vérifier le propriétaire d'un terrain","▪ Loi n° 2008-014 Relative au domaine privé de l'Etat, des Collectivités Décentralisées et des personnes morales de Droit public
▪ Décret n° 2010-233 Fixant les modalités d'application de la loi n°2008-014 du 23 juillet 2008 sur le Domaine privé de l'Etat, des Collectivités Décentralisées et des personnes morales de droit public ",0,0,MGA,,Plan|Certificat de situation juridique,1j,"Validité: A vie ","Etape 1 : Visa du fokontany
Etape 2 : Demande de certificat de situation juridique auprès du tribunal terrier,
Etape 3 : Dépôt de dossier",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Toute personne souhaitant vérifier le propriétaire d'un terrain,PV
MID/CRA/B/P17,"Droit de reconnaissance du terrain domanial ""droit d'affichage""",G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service foncier,"Droit de reconnaissance du terrain domanial ""droit d'affichage"". Toute personne souhaitant vérifier le propriétaire d'un terrain","▪ Loi n° 2008-014 Relative au domaine privé de l'Etat, des Collectivités Décentralisées et des personnes morales de Droit public
▪ Décret n° 2010-233 Fixant les modalités d'application de la loi n°2008-014 du 23 juillet 2008 sur le Domaine privé de l'Etat, des Collectivités Décentralisées et des personnes morales de droit public ",0,0,MGA,,Plan|Certificat de situation juridique,1j,"Validité: A vie ","Etape 1 : Visa du fokontany
Etape 2 : Demande de certificat de situation juridique auprès du tribunal terrier,
Etape 3 : Dépôt de dossier",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 12,Toute personne souhaitant vérifier le propriétaire d'un terrain,PV
MID/CRA/C/P27,Frais administratif sur vente de terrain (acte authentique),G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service foncier,Frais administratif sur vente de terrain (acte authentique). Toute personne souhaitant légaliser l'acte de vente d'un terrain,"▪ Loi n°2005-019 du 17 octobre 2005 fixant les principes régissant les statuts des terres
▪ Loi n°2008-013 du 23 juillet 2008 sur le domaine public
▪ Loi n°2008-014 du 23 juillet 2008 relative au domaine privé de l’Etat, des Collectivités publiques et des personnes morales de droit public
▪ Décret n°2008-1141 du 1er décembre 2008 portant application de la loi n° 2008-013 du 23 juillet 2008 sur le domaine public",2000,2000,MGA,2 000 Ariary par signature,Acte de notoriété|Photocopie CIN du vendeur et de l'acheteur ainsi que des témoins|Certificat de résidence|Plan,1jour,Validité: A vie,"Etape 1 : Dépôt de dossier auprès du Chef de District de la commune par les héritiers, vendeur, acheteur et témoins,
Etape 2 : Paiement des droits de signature et des 2% du prix total de la vente auprès de la Caisse,
Etape 3 : Enregistrement de la vente dans le registre,
Etape 4 : Signature du registre",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 08,Toute personne souhaitant légaliser l'acte de vente d'un terrain,Acte de vente de terrain légalisé
MID/CRA/B/P18,Frais administratif sur vente de terrain (acte authentique),G2B,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service foncier,Frais administratif sur vente de terrain (acte authentique). Toute personne souhaitant légaliser l'acte de vente d'un terrain,"▪ Loi n°2005-019 du 17 octobre 2005 fixant les principes régissant les statuts des terres
▪ Loi n°2008-013 du 23 juillet 2008 sur le domaine public
▪ Loi n°2008-014 du 23 juillet 2008 relative au domaine privé de l’Etat, des Collectivités publiques et des personnes morales de droit public
▪ Décret n°2008-1141 du 1er décembre 2008 portant application de la loi n° 2008-013 du 23 juillet 2008 sur le domaine public",2000,2000,MGA,2 000 Ariary par signature,Acte de notoriété|Photocopie CIN du vendeur et de l'acheteur ainsi que des témoins|Certificat de résidence|Plan,1jour,Validité: A vie,"Etape 1 : Dépôt de dossier auprès du Chef de District de la commune par les héritiers, vendeur, acheteur et témoins,
Etape 2 : Paiement des droits de signature et des 2% du prix total de la vente auprès de la Caisse,
Etape 3 : Enregistrement de la vente dans le registre,
Etape 4 : Signature du registre",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 08,Toute personne souhaitant légaliser l'acte de vente d'un terrain,Acte de vente de terrain légalisé
MID/CRA/C/P28,Frais administratif sur vente de terrain (acte sous seing privé),G2C,MID (Ministère de l'Intérieur et de la Décentralisation),CRA (Commune Rurale d'Ambohimangakely),Service de planification,Frais administratif sur vente de terrain (acte sous seing privé). Toute personne souhaitant légaliser l'acte de vente d'un terrain,Circulaire n°6233-DGI/ED Relative à la légalisation des actes publics ou des actes sous-seing privé,2000,2000,MGA,2 000 Ariary par signature,Acte de notoriété|Photocopie légalisée CIN du vendeur et de l'acheteur ainsi que des témoins|Certificat de résidence|Plan|5 exemplaires de l'acte de vente rempli|CIN,1jour,Validité: A vie,"Etape 1 : Dépôt de dossier auprès du Secrétariat Général de la commune par les héritiers, vendeur, acheteur et témoins,
Etape 2 : Paiement des frais de légalisation et des droits de signature ainsi que des 2% du prix total de la vente auprès de la Caisse,
Etape 3 : Légalisation des 5 exemplaires,
Etape 4 : Récupération de  l'acte de vente légalisé auprès du Secrétariat de la commune",offline,active,citizens,Commune Rurale d'Ambohimangakely Porte 08,Toute personne souhaitant légaliser l'acte de vente d'un terrain,Acte de vente de terrain légalisé
